billing_decision_KEY,update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,sheet_entry__client_KEY,sheet_entry__engagement_KEY,sheet_entry__activity_KEY,sheet_entry__staff_billing_rate_KEY,sheet_entry__sheet_entry_type_KEY,sheet_entry__staff_KEY,sheet_entry__approved__staff_KEY,sheet_entry__posted__staff_KEY,sheet_entry__entry_date,activity__activity_class_KEY,activity__activity_method_KEY,invoice_KEY,invoice__ledger_entry_KEY,invoice__report_definition_KEY,invoice__client_KEY,invoice__invoice_date,invoice__posted__staff_KEY,bill_amount,adjustment,units_closed,amount_closed,surcharge,discount,billing_decision_guid,time_amount_billed,time_amount_adjusted,expense_amount_billed,expense_amount_adjusted,progress_amount_billed,sales_tax,service_tax,tax,bill_amount_collected,surcharge_collected,sales_tax_collected,service_tax_collected,discount_collected,amount,recurring_bill,time_amount_recovered,expense_amount_recovered,time_amount_recovered_adjusted,expense_amount_recovered_adjusted
106,126,44998.71867,2133,479,14,97,53,,1,42,42,42,44932,1,1,479,479,1627,14,44998,61,0,0,0.25,0,0,0,58FFA19D-904F-4116-B9A4-8C60E511956A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
107,61,43649.0044,1108,499,23,40,12,,1,57,57,61,43606,1,1,499,499,317,23,43646,61,0,0,0.25,0,0,0,20FA89F9-D5A6-48C5-A7F3-44922A856796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
108,61,44609.76073,215,464,14,44,41,,1,92,92,92,44538,1,1,464,464,1627,14,44609,61,0,0,0.25,0,0,0,4CA9A9AC-5DDE-43FD-B7F3-7937959FCC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
109,58,43136.79427,1065,208,14,44,12,,1,48,48,48,43077,1,1,208,208,147,14,43131,102,0,0,0.25,0,0,0,AA7AEBD4-300C-4795-9532-CF95B8BFFDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
110,58,43285.73226,1092,213,14,44,12,,1,96,96,96,43270,1,1,213,213,147,14,43281,102,0,0,0.25,0,0,0,3CF53393-92F3-4B7D-9A06-77AEC2BF4B55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
112,61,44819.91545,1064,447,6,47,20,,1,130,130,130,44620,1,1,447,447,1627,6,44819,61,0,0,0.5,0,0,0,EA8E8FBE-D1B8-4478-B8EF-03ECFD531D14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
113,61,44251.89639,1073,461,14,44,12,,1,92,92,92,44089,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,CD01E20A-76C3-400A-A347-71D4099A0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
114,61,44251.89639,1082,461,14,44,12,,1,92,92,92,44098,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,B065CFA1-1990-4B3F-8005-6B0330DA9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
115,61,44251.89639,1067,461,15,45,12,,1,92,92,92,44097,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,06C666DE-8B5F-4079-BCE3-597A0AD01484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
116,61,44251.89639,1074,461,14,44,8,,1,92,92,92,44119,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,1913CBBD-2B9E-4787-B2DF-2A438C545327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
117,61,44251.89639,1075,461,14,44,11,,1,92,92,92,44049,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,9B5E17D8-2FA7-4323-9C5C-96153217A403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
118,61,44924.77084,1733,658,23,87,11,,1,117,117,117,44824,1,1,658,658,1627,23,44918,61,0,0,0.5,0,0,0,58CCA6AF-7BAE-4CAD-BB4C-99B890A8346F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
119,61,44971.98586,5207,267,14,99,12,,1,10,10,10,44960,1,1,267,267,1621,14,44963,61,0,0,0.5,0,0,0,A6DA24E6-0343-46D5-9255-1E466CDC10C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
120,57,44032.77704,1137,344,23,40,12,,1,57,57,57,43962,1,1,344,344,317,23,44032,102,0,0,0.5,0,0,0,63DFA257-EFEC-4673-A883-4F8E6437A273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
121,57,44032.77704,1139,344,23,40,9,,1,57,57,57,43977,1,1,344,344,317,23,44032,102,0,0,0.5,0,0,0,8760A778-B3D1-4A59-87BA-ACF6AD76017E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
122,94,43162.00576,1090,175,11,50,9,,1,96,96,96,43095,1,1,175,175,147,11,43159,102,0,0,0.5,0,0,0,A9689296-6609-4C1D-A211-841AC9ADF890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
123,94,43162.00576,1091,175,11,50,9,,1,96,96,96,43112,1,1,175,175,147,11,43159,102,0,0,0.5,0,0,0,F24BEF46-64D7-4B7D-975C-794C100E95B5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
124,58,43136.79427,1096,208,14,44,14,,1,96,96,96,43004,1,1,208,208,147,14,43131,102,0,0,0.5,0,0,0,3A29AC1C-ED5E-425E-AD0B-32C19C0ACF74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
125,94,44342.92071,1830,129,4,66,17,2474,1,121,121,121,44221,1,1,129,129,147,4,44342,61,0,0,0.75,0,0,0,B5AFD4A9-D6F9-447F-99E9-9BC8CED48712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
126,61,44251.89639,2465,461,14,97,17,6366,1,114,114,61,43854,1,1,461,461,1413,14,44255,61,0,0,0.5,0,0,0,F8150554-55E8-45FE-A274-E2376B7AB596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
127,61,44251.89639,2463,461,14,97,17,5357,1,114,114,61,43859,1,1,461,461,1413,14,44255,61,0,0,0.4,0,0,0,253CF9DB-F53D-46B1-9946-C98E4F3E5F4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
129,61,44680.68365,2476,465,14,99,17,7755,1,113,113,113,44593,1,1,465,465,1627,14,44680,61,0,0,0.25,0,0,0,B60F22F3-3BFF-4720-8207-7F06A0514F5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
130,61,44680.68365,5206,465,14,99,17,6193,1,63,63,63,44594,1,1,465,465,1627,14,44680,61,0,0,0.17,0,0,0,E0297519-F294-4893-88E2-15C29FFA8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
131,61,44251.89639,4137,461,14,97,40,9481,1,111,111,111,44224,1,1,461,461,1413,14,44255,61,0,0,0.2,0,0,0,A8CC3656-3C12-4C0F-B85D-C7F838951B27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
132,57,44307.77089,2480,500,23,87,40,7737,1,23,23,23,44223,1,1,500,500,317,23,44307,57,0,0,0.21,0,0,0,96FCB03B-75A9-4BD3-9B53-A8CBB1E3FAAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
133,61,44251.89639,2477,461,14,97,40,2790,1,74,74,74,43859,1,1,461,461,1413,14,44255,61,0,0,0.1,0,0,0,21D55D60-B1DB-4B56-B388-A920FC6EF8C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
134,94,44342.92071,4136,129,4,66,40,6043,1,111,111,111,44224,1,1,129,129,147,4,44342,61,0,0,0.1,0,0,0,D092E961-F2CF-4D74-86AF-823AA338DAAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
135,57,44307.77089,3160,500,23,87,39,3966,1,120,120,120,44216,1,1,500,500,317,23,44307,57,0,0,2.09,0,0,0,FA0A0D4B-3F65-4416-8354-A7D5C4E0F22C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
136,61,44251.89639,3158,461,14,97,39,6626,1,65,65,65,44221,1,1,461,461,1413,14,44255,61,0,0,0.75,0,0,0,6FBA7407-8566-45D0-A606-01260CBEBE75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
137,61,44251.89639,3159,461,14,97,39,3940,1,65,65,65,44225,1,1,461,461,1413,14,44255,61,0,0,0.25,0,0,0,C7E99297-B8FB-4D64-B8E9-2B37194E3DD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
138,57,44307.77089,3161,500,23,87,39,4565,1,120,120,120,44210,1,1,500,500,317,23,44307,57,0,0,1,0,0,0,727F7BE5-B373-490D-B532-3C62DBE20F05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
139,57,44307.77089,4138,500,23,87,39,3757,1,120,120,120,44215,1,1,500,500,317,23,44307,57,0,0,1.5,0,0,0,1DAFA66B-8E6D-4D62-966F-82B9AB046CB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
140,94,43868.72624,2597,123,4,66,40,9757,1,10,10,10,43847,1,1,123,123,147,4,43861,102,0,0,0.2,0,0,0,293EC0FB-E810-4DFE-9AA7-CD2176A1C81E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
141,102,43869.99343,4133,342,23,87,39,5751,1,63,63,63,43857,1,1,342,342,317,23,43861,102,0,0,0.17,0,0,0,CD71EC6E-5D4B-4507-B76A-BA6DA3F4D315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
142,102,43869.99343,2478,342,23,87,40,8190,1,74,74,74,43860,1,1,342,342,317,23,43861,102,0,0,0.2,0,0,0,510201A5-03E2-4C17-8A22-FB2AFF08652A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
143,102,43869.99343,2466,342,23,87,17,5286,1,114,114,61,43860,1,1,342,342,317,23,43861,102,0,0,0.4,0,0,0,C3F6EDDE-F296-4979-95BD-370DCCB681C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
144,102,43869.99343,2469,342,23,87,17,2726,1,114,114,61,43859,1,1,342,342,317,23,43861,102,0,0,2.45,0,0,0,2BC05544-450A-4ADD-8537-5C1D2AF51910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
145,102,43869.99343,2468,342,23,87,17,3660,1,114,114,61,43859,1,1,342,342,317,23,43861,102,0,0,0.1,0,0,0,A02D0695-5683-403D-BFB1-C44247FE1D6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
146,61,45020.59597,1247,442,5,15,49,8362,1,87,87,87,44881,1,1,442,442,1627,5,45016,61,0,0,0,0,0,0,A3AA9C08-ACA6-4FD5-AED4-0320121B9FFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
147,61,45105.94487,4685,577,6,19,40,3941,1,84,84,84,44986,1,1,577,577,1627,6,45105,61,0,0,0,0,0,0,49DA2DB5-F51D-48B9-BC98-A1AEDD65EA67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
148,61,44990.18866,4983,498,12,12,40,5911,1,87,87,87,44973,1,1,498,498,1627,12,44989,61,0,0,0,0,0,0,663865FA-52E9-4DEE-9039-F1430FE2A2F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
149,61,44862.7249,2674,615,2,13,41,9032,1,87,87,87,44463,1,1,615,615,1627,2,44861,61,0,0,0,0,0,0,7D634016-A9F4-4A89-A197-74C345991654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
151,61,44707.68586,2177,525,25,95,41,4160,1,87,87,87,44615,1,1,525,525,1627,25,44707,61,0,0,0,0,0,0,A7A6501E-AC71-432A-B49B-D5448A05DEA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
152,61,44680.68365,2174,465,14,96,41,3156,1,87,87,87,44622,1,1,465,465,1627,14,44680,61,0,0,0,0,0,0,8FDBCBF9-7B3E-4395-B7F6-C81F4EF05482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
153,102,44879.80102,2170,472,14,96,41,5001,1,87,87,87,44811,1,1,472,472,1627,14,44865,61,0,0,0,0,0,0,E3ABF0FC-E614-4AF8-8841-E11EF5DAA274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
154,61,44898.81497,2180,451,7,17,41,2219,1,87,87,87,44659,1,1,451,451,1627,7,44865,61,0,0,0,0,0,0,497E630D-502F-41DA-9E44-25932F7FFD92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
155,76,43572.61271,37,149,5,15,40,5201,1,76,76,61,43545,1,1,149,149,147,5,43572,61,0,0,0,0,0,0,361A5BF1-C1B4-46A6-8341-364961373F47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
156,76,43897.79042,409,567,12,12,40,5198,1,76,76,76,43896,1,1,567,567,147,12,43897,102,0,0,0,0,0,0,0488EA6D-8FD0-428F-BB4A-D0F6E05A2E25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
157,61,44251.89639,1806,461,14,91,39,5550,1,24,24,24,44201,1,1,461,461,1413,14,44255,61,0,0,0,0,0,0,BAD5A0CD-A1CB-4170-873D-0D9FBE686FFE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
159,76,42121.51694,4495,154,6,16,39,4781,1,53,53,53,42060,1,1,154,154,147,6,42121,61,0,0,0,0,0,0,6F70E387-DC45-43AC-904A-94A2F55A7084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
160,61,45025.17818,3874,449,6,16,39,5917,1,87,87,87,44960,1,1,449,449,1627,6,45024,61,0,0,0,0,0,0,FC7CABE7-B4F3-45E8-B17E-1C14CA8348B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
161,61,42121.63875,2509,433,2,13,40,9336,1,76,76,61,42090,1,1,433,433,147,2,42121,61,0,-363,2.2,363,0,0,9C12A5CF-11D2-416D-92FD-0CECE3AD8ECA,0,-363,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
162,61,42121.63875,2510,433,2,13,40,4812,1,76,76,61,42095,1,1,433,433,147,2,42121,61,0,-16.5,0.1,16.5,0,0,46A41F0E-5794-4894-95E6-BD7FDE372CD5,0,-16.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
163,76,42516.60851,4243,445,6,19,40,9058,1,69,69,69,42499,1,1,445,445,147,6,42516,61,0,-19.25,0.07,19.25,0,0,0A2D2B53-DDBA-4BC5-9E51-F3DE506CD6FA,0,-19.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
164,75,41764.84615,19,63,2,67,49,4403,1,49,49,61,41584,1,1,63,63,147,2,41759,61,0,-31.25,0.25,31.25,0,0,6DA39BA4-79AC-47E4-9432-C54329D80127,0,-31.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
165,75,41764.84515,20,435,3,68,49,2745,1,49,49,61,41584,1,1,435,435,147,3,41764,61,0,-31.25,0.25,31.25,0,0,096324D2-1424-4E85-A8CB-78D106BD0FD3,0,-31.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
166,61,45301.83214,982,581,10,18,48,9142,1,136,136,136,45236,2,2,581,581,1627,10,45301,61,0,-52.8,0.33,52.8,0,0,9B41EBB4-851D-42FD-AF3C-C3650AF9800E,0,-52.8,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
167,126,45117.59456,2857,504,23,87,53,6923,1,123,123,123,44950,1,1,504,504,1627,23,45117,61,0,-25,0.2,25,0,0,A822E0FA-FD17-4D47-92EB-1BCFA762F099,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
168,61,44819.91545,640,447,6,72,49,4725,1,87,87,87,44335,1,1,447,447,1627,6,44819,61,0,-21,0.14,21,0,0,224E4F38-BEC1-4DEC-A37E-E180CE3D0394,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
169,61,44819.91545,647,447,6,30,49,4943,1,87,87,87,44355,1,1,447,447,1627,6,44819,61,0,-21,0.14,21,0,0,D9805514-6861-455F-992E-13864807A279,0,-21,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
170,61,44754.87984,1056,589,22,8,18,5339,1,108,108,108,44683,1,1,589,589,1627,22,44754,61,0,-25,0.25,25,0,0,22AF4B10-B2C6-4F92-AEDB-A29F1C7E4811,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
171,61,44512.98802,610,516,19,10,48,9078,1,84,84,84,44418,2,2,516,516,1627,19,44512,61,0,-0.25,0.25,0.25,0,0,9D0A4865-5991-4E82-A914-F8C4D536862E,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
172,61,44512.98802,611,516,19,10,48,3588,1,84,84,84,44420,2,2,516,516,1627,19,44512,61,0,-0.25,0.25,0.25,0,0,675A848A-0D7E-4194-8CBD-4A3E0B5B3217,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
173,61,44924.96556,5089,579,8,64,5,7393,1,119,119,119,44883,1,1,579,579,1627,8,44924,61,0,-42,0.3,42,0,0,B8CC0DC7-FA85-40C9-952A-062EB25CCF2E,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
174,61,45239.90654,1547,487,14,96,5,6187,1,92,92,92,44886,1,1,487,487,1627,14,45239,61,0,-85,0.5,85,0,0,06D59378-A0F4-4614-B43B-9D0823551F57,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
175,126,45117.59456,4165,504,23,87,53,4086,1,123,123,123,44952,1,1,504,504,1627,23,45117,61,0,-62.5,0.5,62.5,0,0,350D3C96-CF79-45CB-B358-9C5D06A9E21A,0,-62.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
176,61,44819.91545,433,447,6,30,41,9011,1,76,76,76,43962,1,1,447,447,1627,6,44819,61,0,-125,0.5,125,0,0,092EEC3B-EF3E-4E79-AE71-75B0717AB1C4,0,-125,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
177,61,44909.9236,210,528,25,98,41,7848,1,92,92,92,44557,1,1,528,528,1627,25,44895,61,0,-112.5,0.75,112.5,0,0,FE23F8D3-BEB4-4171-BD9E-E1E0B323A4ED,0,-112.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
178,61,45301.81557,988,578,7,17,41,3685,1,136,136,136,45244,1,1,578,578,1627,7,45301,61,0,-12.8,0.08,12.8,0,0,DF5258D6-6A21-4C41-AD1C-1DCBA92CB648,0,-12.8,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
179,61,45301.83291,984,576,5,15,41,6045,1,136,136,136,45244,1,1,576,576,1627,5,45301,61,0,-12.8,0.08,12.8,0,0,66ADA9CA-4F17-4F31-935F-15993C1D2ED4,0,-12.8,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
180,61,45301.83214,3119,581,10,18,41,7344,1,138,138,138,45231,1,1,581,581,1627,10,45301,61,0,-10,0.08,10,0,0,9DE4ED50-3672-4FFF-B33E-FB688B1894CF,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
181,61,45301.81557,3127,578,7,17,41,7167,1,146,146,146,45231,1,1,578,578,1627,7,45301,61,0,-14.4,0.09,14.4,0,0,A9763B45-4543-4A18-B48D-4ADB54FE0C20,0,-14.4,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
182,61,45301.83291,3121,576,5,15,41,3485,1,138,138,138,45231,1,1,576,576,1627,5,45301,61,0,-10,0.08,10,0,0,D4B8B07C-057B-44F1-9013-FC523B837631,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
183,61,44512.99602,604,459,10,18,41,7322,1,84,84,84,44446,1,1,459,459,1627,10,44512,61,0,-0.05,0.05,0.05,0,0,E9E66DAA-BC1D-4200-B52D-4C11732D9A94,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
184,61,44512.98802,2672,516,19,10,41,4905,1,87,87,87,44418,1,1,516,516,1627,19,44512,61,0,-35.65,0.23,35.65,0,0,BC3BA9E0-855D-4485-AB37-BC52A5F981E5,0,-35.65,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
185,61,44715.72361,211,526,25,89,41,6907,1,92,92,92,44616,1,1,526,526,1627,25,44715,61,0,-37.5,0.25,37.5,0,0,121AC689-DF05-4025-986A-BEADA459576E,0,-37.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
186,61,44715.72361,493,526,25,89,41,4871,1,58,58,58,44557,1,1,526,526,1627,25,44715,61,0,-35,0.2,35,0,0,946115D6-5782-4A69-978D-C8983AB59C2D,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
187,76,42492.49242,1307,444,6,19,41,8591,1,92,92,61,42488,1,1,444,444,147,6,42492,61,0,-60,0.5,60,0,0,FB35B297-9023-4C0C-BA70-A8CCB9E1CFC1,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
188,61,43649.0044,1125,499,23,84,39,9278,1,57,57,57,43619,1,1,499,499,317,23,43646,61,0,-340,2,340,0,0,65EA511D-C363-4A18-88D3-68620D0B76F4,0,-340,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
189,61,43649.0044,1117,499,23,94,39,6059,1,57,57,57,43615,1,1,499,499,317,23,43646,61,0,-42.5,0.25,42.5,0,0,3E120D15-0AF3-4711-AFC6-9C1C1532EFA6,0,-42.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
190,76,44140.61471,3838,436,3,14,39,9054,1,20,20,20,43922,1,1,436,436,147,3,44140,102,0,-30,0.3,30,0,0,EA9AB498-3C80-446C-BC00-12F70759409F,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
191,76,44140.61469,4873,514,19,10,39,7453,1,20,20,20,43903,1,1,514,514,147,19,44140,102,0,-20,0.2,20,0,0,0CCAD4BA-F090-4A62-AA87-E77CB910BCA6,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
192,79,41457.98635,4195,443,6,19,39,2397,1,79,79,61,41429,1,1,443,443,147,6,41455,61,0,-41.25,0.33,41.25,0,0,F6755D90-3170-4853-B5D2-7185EA336990,0,-41.25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
193,79,41457.96616,4239,439,5,15,39,6918,1,75,75,61,41424,1,1,439,439,147,5,41455,61,0,-170,1,170,0,0,E7BAB4F7-7D82-49E4-B7B9-E7333D0320A9,0,-170,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
194,61,42121.63875,3473,433,2,13,39,4262,1,76,76,76,42097,1,1,433,433,147,2,42121,61,0,-363,2.2,363,0,0,BC0C6349-57A0-4356-9EC7-32AFB4EC79E2,0,-363,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
196,126,45117.59456,3184,504,23,87,39,9620,1,123,123,123,44902,1,1,504,504,1627,23,45117,61,0,-25,0.2,25,0,0,92CFF621-DE23-4826-BE4C-CA6762E50792,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
197,61,44512.99602,3814,459,10,18,39,3508,1,84,84,84,44362,1,1,459,459,1627,10,44512,61,0,-7.5,0.05,7.5,0,0,47965AFB-A4DF-49B4-8C3C-34DF6A7A7A54,0,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
198,61,44715.72361,223,526,25,89,39,6828,1,92,92,92,44704,1,1,526,526,1627,25,44715,61,0,-37.5,0.25,37.5,0,0,680B1A25-524E-4FC1-BDBC-6956D433E9E2,0,-37.5,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
199,61,44673.04568,2006,501,23,87,39,3249,1,132,132,132,44634,1,1,501,501,1627,23,44672,61,0,-16.1,0.14,16.1,0,0,C0D8A0C7-D9C1-4270-B5E9-195D6BB1CE6A,0,-16.1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
200,61,44909.9236,221,528,25,98,39,8351,1,92,92,92,44572,1,1,528,528,1627,25,44895,61,0,-150,1,150,0,0,94859CEE-0FD7-4853-B85E-E684B283752D,0,-150,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
201,61,44909.9236,220,528,25,98,39,8234,1,92,92,92,44568,1,1,528,528,1627,25,44895,61,0,-75,0.5,75,0,0,FDA15612-0A90-437A-88E9-2E06C9D28076,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
202,61,45301.83291,4093,576,5,15,39,5853,1,100,100,100,45126,1,1,576,576,1627,5,45301,61,0,-18.75,0.15,18.75,0,0,DBB2CB2A-708A-4E9F-80F0-B470586A1EA2,0,-18.75,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
203,61,45301.81557,4082,578,7,17,39,5379,1,100,100,100,45126,1,1,578,578,1627,7,45301,61,0,-18.75,0.15,18.75,0,0,D3E4778F-F116-432C-A1AC-1A76DE9A6071,0,-18.75,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
204,61,44924.77084,1233,658,23,87,39,9101,1,80,80,80,44732,1,1,658,658,1627,23,44918,61,0,-43.75,0.25,43.75,0,0,8FC0FF7E-6876-4F76-A774-5D26C8CBED93,0,-43.75,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0
206,57,44307.77089,1132,500,23,84,5,2117,1,57,57,57,44082,1,1,500,500,317,23,44307,57,296.59,-18.41,1.75,315,0,0,834A3C5F-234F-4D56-8CAB-34C468D59250,296.59,-18.41,0,0,0,0,0,0,0,0,0,0,0,296.59,FALSE,0,0,0,0
207,57,44307.77089,1133,500,23,84,5,7614,1,57,57,57,44175,1,1,500,500,317,23,44307,57,338.96,-21.04,2,360,0,0,B30F4A51-865C-43E5-8E70-E53249ACDE62,338.96,-21.04,0,0,0,0,0,0,0,0,0,0,0,338.96,FALSE,0,0,0,0
208,57,44307.77089,1136,500,23,84,5,3336,1,57,57,57,44195,1,1,500,500,317,23,44307,57,338.96,-21.04,2,360,0,0,C6796D70-8D0C-49B0-903D-E942112378E0,338.96,-21.04,0,0,0,0,0,0,0,0,0,0,0,338.96,FALSE,0,0,0,0
209,57,44307.77089,2540,500,23,75,44,8311,1,63,63,63,44256,1,1,500,500,317,23,44307,57,22.41,-1.39,0.17,23.8,0,0,F5731C2E-3810-4362-85BE-DAC33C2EA40B,22.41,-1.39,0,0,0,0,0,0,0,0,0,0,0,22.41,FALSE,0,0,0,0
